id,question,answer,category,subcategory,difficulty,source,dataset_name,interview_type,language,tags,created_at
1087,"Generate interview questions based on this resume and job description: Budgeting, Customer Service, Team Management, Organizational Skills, Marketing, Excel | Target Role: Targeting a Business Development Manager position to contribute to organizational growth through strategic planning, client acquisition, and partnership development.",,Business Development Manager,Accounting,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1088,"Generate interview questions based on this resume and job description: Risk Management, Financial Analysis, Social Media Marketing, Patient Care | Target Role: Looking for a Marketing Manager role where I can leverage digital marketing, content creation, and data analytics to achieve marketing objectives.",,nan,Political Science,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1089,"Generate interview questions based on this resume and job description: Content Writing, Presentation Skills, Emotional Intelligence, Project Management, Sales, Financial Analysis, Accounting | Target Role: Targeting a Human Resources Manager position to utilize my educational background and experience to drive results and achieve career objectives.",,Human Resources Manager,Marketing,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1090,"Generate interview questions based on this resume and job description: Budgeting, Data Analysis, Risk Management, Healthcare, Psychology | Target Role: Seeking a challenging role as a Market Research Analyst where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Market Research Analyst,Pharmacy,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1091,"Generate interview questions based on this resume and job description: Accounting, Leadership, Team Management, Medical Knowledge, Financial Analysis, Negotiation, Adaptability, Budgeting | Target Role: Seeking a challenging role as a Market Research Analyst where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,nan,Biology,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1092,"Generate interview questions based on this resume and job description: Compliance, SEO, Presentation Skills, Time Management | Target Role: Targeting a Restaurant Specialist position to utilize my educational background and experience to drive results and achieve career objectives.",,Restaurant Specialist,Operations Management,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1093,"Generate interview questions based on this resume and job description: Presentation Skills, Healthcare, Medical Knowledge, Compliance, Strategic Planning, PowerPoint | Target Role: Seeking a challenging role as a Project Manager where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Project Manager,Operations Management,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1094,"Generate interview questions based on this resume and job description: Time Management, Data Analysis, Team Management, Excel, Psychology, Social Media Marketing, Marketing | Target Role: Looking for an opportunity as a Director of Operations to leverage my expertise in sociology and make a meaningful impact in the industry.",,Director of Operations,Sociology,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1095,"Generate interview questions based on this resume and job description: Sales, Organizational Skills, Marketing, Presentation Skills, Problem Solving, Accounting, Social Media Marketing | Target Role: Seeking a challenging role as a Brand Manager where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Customer Success Manager,Sociology,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1096,"Generate interview questions based on this resume and job description: Adaptability, Customer Service, Problem Solving, Data Analysis, Medical Knowledge, Risk Management | Target Role: Seeking a challenging role as a Dentist where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Dentist,Supply Chain Management,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1097,"Generate interview questions based on this resume and job description: Healthcare, Leadership, Content Writing, Marketing, Data Analysis, PowerPoint, Quality Assurance, Financial Analysis | Target Role: Targeting a Human Resources Manager position to utilize my educational background and experience to drive results and achieve career objectives.",,Human Resources Manager,Education,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1098,"Generate interview questions based on this resume and job description: Leadership, Patient Care, Risk Management, Marketing, Social Media Marketing | Target Role: Targeting a Digital Marketing Specialist position to utilize my educational background and experience to drive results and achieve career objectives.",,nan,Civil Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1099,"Generate interview questions based on this resume and job description: PowerPoint, Emotional Intelligence, Compliance, Adaptability, Patient Care, Medical Knowledge | Target Role: Seeking a Marketing Manager position to develop and execute comprehensive marketing strategies that drive brand awareness, customer engagement, and revenue growth.",,Marketing Manager,Architecture,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
